Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,0.1uF 63V,C_0402_1005Metric,118.17,-80.1,0.0,top
C2,0.1uF 63V,C_0402_1005Metric,118.07,-86.6,180.0,top
J1,BM11B-SRSS-TB,JST_SH_SM11B-SRSS-TB_1x11-1MP_P1.00mm_Horizontal,118.67,-97.1,0.0,top
U1,BMI085,LGA-16_3.0x4.5x0.95mm,118.14,-83.05,0.0,top
