Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_01x03,JST_SH_SM03B-SRSS-TB_1x03-1MP_P1.00mm_Horizontal,135,-63.5,90,top
Q1,BSS138,SOT-23,127.6,-59,180,top
R1,36,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,126.4,-61.9,0,top
R2,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,129.8,-63.6,90,top
R3,100,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,126.4,-65.5,180,top
